ReviewID	SentenceID	Text	Tokens
949	949_0	A beautiful hotel with many things to do, and located in the center of the Vegas strip, which is the perfect location for a night in Vegas.	["A","beautiful","hotel","with","many","things","to","do",",","and","located","in","the","center","of","the","Vegas","strip",",","which","is","the","perfect","location","for","a","night","in","Vegas","."]
950	950_0	We arrived for a wedding and the hotel is very self contained.	["We","arrived","for","a","wedding","and","the","hotel","is","very","self","contained","."]
950	950_1	Entertainment, food, drinks, all were either within the hotel or nearby if one wanted to just walk the strip.	["Entertainment",",","food",",","drinks",",","all","were","either","within","the","hotel","or","nearby","if","one","wanted","to","just","walk","the","strip","."]
950	950_2	The rooms were spacious and comfortable.	["The","rooms","were","spacious","and","comfortable","."]
952	952_0	It was fantastic being able to stay at the Venetian I never thought I would be able to stay there because of the price.	["It","was","fantastic","being","able","to","stay","at","the","Venetian","I","never","thought","I","would","be","able","to","stay","there","because","of","the","price","."]
952	952_1	Although the bed was not as comfy as I wanted it to be the staff and the hotel was well worth every penny.	["Although","the","bed","was","not","as","comfy","as","I","wanted","it","to","be","the","staff","and","the","hotel","was","well","worth","every","penny","."]
952	952_2	We had a great time.	["We","had","a","great","time","."]
954	954_0	Our stay was fabulous and we look forward to another visit.	["Our","stay","was","fabulous","and","we","look","forward","to","another","visit","."]
955	955_0	Great facilities, clean and up-scale.	["Great","facilities",",","clean","and","up","-","scale","."]
955	955_1	Good quality bed and beddings, nice spacious room/suite.	["Good","quality","bed","and","beddings",",","nice","spacious","room","/","suite","."]
956	956_0	The reception supervisor (Christopher) was most helpful and went out of his way to be of assistance in a professional and competent manner.	["The","reception","supervisor","(","Christopher",")","was","most","helpful","and","went","out","of","his","way","to","be","of","assistance","in","a","professional","and","competent","manner","."]
956	956_1	A very good start to an enjoyable stay at this hotel.	["A","very","good","start","to","an","enjoyable","stay","at","this","hotel","."]
956	956_3	It's the positive attitude of the hotel employees that may be their greatest difference from comparable hotels.	["It","'s","the","positive","attitude","of","the","hotel","employees","that","may","be","their","greatest","difference","from","comparable","hotels","."]
957	957_0	A hughe suite staff propose at the registration to upgrade me and i was very satify with it !	["A","hughe","suite","staff","propose","at","the","registration","to","upgrade","me","and","i","was","very","satify","with","it","!"]
958	958_0	The hotel is very beautiful, I even think it's more beautiful than Venice.	["The","hotel","is","very","beautiful",",","I","even","think","it","'s","more","beautiful","than","Venice","."]
958	958_1	The room was big and comfortable.	["The","room","was","big","and","comfortable","."]
958	958_2	Their service was very good.	["Their","service","was","very","good","."]
958	958_3	I had some medication that needed to store in frig, the room frig was filled up with chargeable items.	["I","had","some","medication","that","needed","to","store","in","frig",",","the","room","frig","was","filled","up","with","chargeable","items","."]
958	958_4	I called the front desk, and they sent another frig to our room within 20 mins, this is very amazing for a hotel of this size.	["I","called","the","front","desk",",","and","they","sent","another","frig","to","our","room","within","20","mins",",","this","is","very","amazing","for","a","hotel","of","this","size","."]
959	959_0	We have walked through the Venetian and the shops, but this was our first stay.	["We","have","walked","through","the","Venetian","and","the","shops",",","but","this","was","our","first","stay","."]
959	959_1	Beautiful hotel and super friendly staff.	["Beautiful","hotel","and","super","friendly","staff","."]
959	959_2	Rooms are well appointed, bed is comfy although the pillows are a bit too soft for my comfort.	["Rooms","are","well","appointed",",","bed","is","comfy","although","the","pillows","are","a","bit","too","soft","for","my","comfort","."]
959	959_3	All of the restaurants we ate at were great.	["All","of","the","restaurants","we","ate","at","were","great","."]
959	959_4	For how luxurious it feels, it's really well priced.	["For","how","luxurious","it","feels",",","it","'s","really","well","priced","."]
959	959_5	Would stay here again.	["Would","stay","here","again","."]
960	960_0	Comfortable, great room service and very beautiful.	["Comfortable",",","great","room","service","and","very","beautiful","."]
961	961_0	We feel comfortable to stay in this hotel.	["We","feel","comfortable","to","stay","in","this","hotel","."]
961	961_1	We'll come back next time.	["We","'ll","come","back","next","time","."]
962	962_0	We stayed for 2 nights to celebrate our 25th wedding anniversary, and got a free room upgrade on check in.	["We","stayed","for","2","nights","to","celebrate","our","25th","wedding","anniversary",",","and","got","a","free","room","upgrade","on","check","in","."]
963	963_0	beautiful room, great price for a three night stay.	["beautiful","room",",","great","price","for","a","three","night","stay","."]
963	963_1	you can't beat $440 for flight and hotel	["you","ca","n't","beat","440","for","flight","and","hotel"]
966	966_0	Everything was great except I upgraded my room to Bella 2 Queens View Suite but view was really bad.	["Everything","was","great","except","I","upgraded","my","room","to","Bella","2","Queens","View","Suite","but","view","was","really","bad","."]
966	966_2	I could not see Vegas strip but roof of a building ( lower level) and some view of pool.	["I","could","not","see","Vegas","strip","but","roof","of","a","building","(","lower","level",")","and","some","view","of","pool","."]
966	966_3	I guess we were shopping and sight seeing all day till midnight and did not use the room much except shower and sleep, so upgrading the room to Bella 2 Queens View Suite was waste of the money...	["I","guess","we","were","shopping","and","sight","seeing","all","day","till","midnight","and","did","not","use","the","room","much","except","shower","and","sleep",",","so","upgrading","the","room","to","Bella","2","Queens","View","Suite","was","waste","of","the","money","..."]
966	966_4	If you are planning not to use the room, I would not recommend to upgrade the room to View Suite.	["If","you","are","planning","not","to","use","the","room",",","I","would","not","recommend","to","upgrade","the","room","to","View","Suite","."]
968	968_0	The hotel and staff were magnificent.	["The","hotel","and","staff","were","magnificent","."]
968	968_1	It was enchanting, romantic and full of exciting things to do!	["It","was","enchanting",",","romantic","and","full","of","exciting","things","to","do","!"]
968	968_2	A must do in Vegas!	["A","must","do","in","Vegas","!"]
969	969_0	This hotel is outstanding great service and clean	["This","hotel","is","outstanding","great","service","and","clean"]
970	970_0	For the price of the room, I was very disappointed with the hotel.	["For","the","price","of","the","room",",","I","was","very","disappointed","with","the","hotel","."]
970	970_1	I arrived in the early hours of the morning after my first night booking due to a travel delay.	["I","arrived","in","the","early","hours","of","the","morning","after","my","first","night","booking","due","to","a","travel","delay","."]
970	970_2	There were 3 front desk staff and maybe one or two people checking in.	["There","were","3","front","desk","staff","and","maybe","one","or","two","people","checking","in","."]
